0.012171,-0.087890625,0.439453125,1.7578125,0.3515625
0.028241,-0.087890625,0.439453125,1.7578125,0.3515625
0.044128,-0.087890625,0.439453125,1.7578125,0.3515625
0.060103,-0.087890625,0.439453125,1.7578125,0.3515625
0.076707,-0.087890625,0.439453125,1.7578125,0.3515625
0.092155,-0.087890625,0.439453125,1.7578125,0.3515625
0.108169,-0.087890625,0.439453125,1.7578125,0.3515625
0.124092,-0.087890625,0.439453125,1.7578125,0.3515625
0.140076,-0.087890625,0.439453125,1.7578125,0.3515625
0.156113,-0.087890625,0.439453125,1.7578125,0.3515625
0.172076,-0.087890625,0.439453125,1.7578125,0.3515625
0.188071,-0.087890625,0.439453125,1.7578125,0.3515625
0.204069,0,0.439453125,1.7578125,0.3515625
0.220073,0.087890625,0.439453125,1.7578125,0.3515625
0.236083,0.087890625,0.439453125,1.7578125,0.3515625
0.252072,0.087890625,0.439453125,1.7578125,0.3515625
0.268123,0.17578125,0.52734375,1.7578125,0.3515625
0.284732,0.263671875,0.52734375,1.7578125,0.3515625
0.300651,0.263671875,0.52734375,1.7578125,0.3515625
0.316643,0.3515625,0.52734375,1.7578125,0.3515625
0.332584,0.439453125,0.52734375,1.7578125,0.3515625
0.348536,0.52734375,0.52734375,1.669921875,0.3515625
0.364529,0.615234375,0.615234375,1.7578125,0.3515625
0.380561,0.703125,0.615234375,1.7578125,0.3515625
0.396586,0.791015625,0.615234375,1.7578125,0.3515625
0.412648,0.87890625,0.615234375,1.669921875,0.3515625
0.428562,0.87890625,0.703125,1.7578125,0.3515625
0.444533,0.966796875,0.703125,1.7578125,0.3515625
0.460451,1.0546875,0.791015625,1.7578125,0.3515625
0.476662,1.23046875,0.87890625,1.7578125,0.3515625
0.49266,1.318359375,0.87890625,1.7578125,0.3515625
0.50856,1.494140625,0.966796875,1.7578125,0.3515625
0.524534,1.494140625,0.966796875,1.7578125,0.3515625
0.540556,1.669921875,0.966796875,1.7578125,0.3515625
0.556526,1.7578125,1.0546875,1.7578125,0.3515625
0.572567,1.93359375,1.0546875,1.7578125,0.439453125
0.588544,2.021484375,1.142578125,1.7578125,0.3515625
0.604569,2.197265625,1.142578125,1.7578125,0.3515625
0.62048,2.28515625,1.23046875,1.7578125,0.3515625
0.63654,2.4609375,1.23046875,1.7578125,0.3515625
0.652532,2.63671875,1.318359375,1.7578125,0.3515625
0.668535,2.724609375,1.318359375,1.7578125,0.3515625
0.684461,2.900390625,1.40625,1.7578125,0.3515625
0.700508,3.076171875,1.494140625,1.7578125,0.439453125
0.71646,3.1640625,1.58203125,1.7578125,0.439453125
0.73254,3.33984375,1.669921875,1.7578125,0.3515625
0.748434,3.515625,1.669921875,1.7578125,0.439453125
0.764433,3.69140625,1.7578125,1.7578125,0.3515625
0.78051,3.955078125,1.7578125,1.7578125,0.3515625
0.796502,4.04296875,1.845703125,1.7578125,0.439453125
0.812425,4.21875,1.93359375,1.7578125,0.439453125
0.828431,4.39453125,1.93359375,1.7578125,0.52734375
0.844463,4.5703125,2.021484375,1.669921875,0.439453125
0.860441,4.833984375,2.109375,1.7578125,0.439453125
0.876475,5.09765625,2.197265625,1.7578125,0.52734375
0.892551,5.185546875,2.28515625,1.7578125,0.52734375
0.908541,5.44921875,2.373046875,1.7578125,0.52734375
0.924683,5.625,2.373046875,1.7578125,0.615234375
0.940657,5.888671875,2.4609375,1.7578125,0.615234375
0.956621,6.064453125,2.4609375,1.7578125,0.615234375
0.972581,6.416015625,2.548828125,1.7578125,0.615234375
0.988562,6.591796875,2.63671875,1.7578125,0.615234375
1.004561,6.85546875,2.724609375,1.7578125,0.703125
1.020311,7.03125,2.724609375,1.7578125,0.703125
1.036549,7.294921875,2.8125,1.7578125,0.791015625
1.05251,7.55859375,2.98828125,1.7578125,0.791015625
1.068437,7.822265625,3.076171875,1.7578125,0.791015625
1.084431,7.998046875,3.1640625,1.845703125,0.791015625
1.100527,8.349609375,3.251953125,1.845703125,0.87890625
1.116365,8.61328125,3.33984375,1.845703125,0.87890625
1.132057,8.876953125,3.427734375,1.845703125,0.87890625
1.148041,9.140625,3.515625,1.93359375,0.966796875
1.163991,9.4921875,3.603515625,1.93359375,0.966796875
1.180715,9.755859375,3.69140625,2.021484375,0.966796875
1.196519,10.01953125,3.779296875,2.109375,0.966796875
1.212488,10.283203125,3.8671875,2.109375,1.0546875
1.228485,10.546875,3.955078125,2.197265625,1.0546875
1.244489,10.8984375,4.130859375,2.197265625,1.0546875
1.26041,11.162109375,4.21875,2.28515625,1.142578125
1.276403,11.513671875,4.306640625,2.28515625,1.142578125
1.292417,11.77734375,4.39453125,2.373046875,1.142578125
1.308257,12.12890625,4.5703125,2.373046875,1.23046875
1.324039,12.392578125,4.658203125,2.4609375,1.23046875
1.340022,12.744140625,4.74609375,2.548828125,1.23046875
1.356014,13.0078125,4.833984375,2.548828125,1.318359375
1.372004,13.359375,5.009765625,2.63671875,1.318359375
1.388697,13.7109375,5.09765625,2.724609375,1.40625
1.40453,14.0625,5.2734375,2.724609375,1.40625
1.420693,14.4140625,5.361328125,2.8125,1.40625
1.436094,14.765625,5.44921875,2.900390625,1.494140625
1.451984,15.1171875,5.537109375,2.98828125,1.494140625
1.468692,15.380859375,5.625,3.076171875,1.494140625
1.484011,15.8203125,5.80078125,3.1640625,1.58203125
1.499958,16.171875,5.888671875,3.1640625,1.669921875
1.515926,16.435546875,6.064453125,3.1640625,1.669921875
1.531959,16.875,6.15234375,3.251953125,1.669921875
1.54793,17.2265625,6.328125,3.33984375,1.669921875
1.563921,17.578125,6.416015625,3.427734375,1.7578125
1.579938,17.9296875,6.591796875,3.427734375,1.7578125
1.595907,18.45703125,6.85546875,3.515625,1.7578125
1.611868,18.80859375,6.943359375,3.603515625,1.845703125
1.627958,19.248046875,7.03125,3.69140625,1.845703125
1.643928,19.599609375,7.20703125,3.69140625,1.93359375
1.659945,20.0390625,7.294921875,3.69140625,1.93359375
1.676638,20.390625,7.470703125,3.779296875,2.021484375
1.692062,20.91796875,7.55859375,3.8671875,2.021484375
1.707939,21.357421875,7.734375,3.955078125,2.109375
1.723941,21.708984375,7.822265625,4.04296875,2.109375
1.739936,22.1484375,7.91015625,4.04296875,2.197265625
1.755922,22.587890625,7.998046875,4.130859375,2.197265625
1.771958,23.02734375,8.173828125,4.21875,2.28515625
1.788554,23.466796875,8.349609375,4.306640625,2.28515625
1.80463,23.90625,8.4375,4.39453125,2.373046875
1.820593,24.2578125,8.701171875,4.482421875,2.373046875
1.836512,24.78515625,8.876953125,4.5703125,2.4609375
1.852491,25.13671875,9.052734375,4.5703125,2.4609375
1.868421,25.6640625,9.140625,4.658203125,2.4609375
1.883958,26.103515625,9.31640625,4.74609375,2.63671875
1.900532,26.455078125,9.4921875,4.833984375,2.63671875
1.915963,26.89453125,9.66796875,4.921875,2.63671875
1.932478,27.24609375,9.755859375,5.009765625,2.724609375
1.948468,27.7734375,9.931640625,5.09765625,2.724609375
1.964458,28.125,10.01953125,5.09765625,2.900390625
1.980458,28.564453125,10.1953125,5.2734375,2.900390625
1.996239,29.00390625,10.283203125,5.2734375,2.98828125
2.011977,29.443359375,10.458984375,5.361328125,2.98828125
2.028601,29.8828125,10.546875,5.44921875,3.076171875
2.04448,30.322265625,10.72265625,5.537109375,3.076171875
2.06047,30.76171875,10.8984375,5.625,3.076171875
2.076384,31.11328125,10.986328125,5.712890625,3.1640625
2.092456,31.552734375,11.07421875,5.712890625,3.1640625
2.108403,31.9921875,11.337890625,5.80078125,3.251953125
2.124391,32.431640625,11.42578125,5.888671875,3.251953125
2.140379,32.87109375,11.6015625,5.9765625,3.33984375
2.15644,33.22265625,11.77734375,6.064453125,3.33984375
2.172388,33.662109375,11.865234375,6.064453125,3.427734375
2.188386,34.1015625,11.953125,6.15234375,3.427734375
